;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;21
254;VPSC3;6,03;-0,03;2,59;0,017;0,00%;0,020;-0,03;-0,08;-0,04;-0,15;-0,15;-22,82%;-55,90%;0,43;-28,56%;-8.246,83%;0,00;1.232.000,00;6,15;-10,02%;
255;VPTA3;5,00;-0,03;-0,00;0,124;0,00%;0,026;-0,01;-0,06;-0,00;-6,82;-6,82;-193,57%;-396,38%;0,23;-45,00%;10,11%;0,00;-867.658.000,00;-0,34;-58,91%;
256;ARTE4;6,81;-0,03;-0,03;0,000;0,00%;0,091;0,00;-0,46;0,00;-15,79;-15,79;0,00%;0,00%;0,00;0,00%;102,90%;0,00;-33.570.000,00;0,00;-64,35%;
257;RCTB33;57,00;-0,03;0,00;0,013;0,00%;0,001;0,00;-0,01;-0,00;2,84;13,12;-109,54%;-50,14%;4,43;-10,99%;-10,77%;0,00;1.345.540.000,00;0,15;153,21%;
258;TROR4;1,56;-0,02;-0,00;0,355;0,00%;0,316;-0,00;-3,90;-0,00;-726,24;-726,24;-9,11%;-1.745,52%;0,01;-9,77%;21,14%;0,00;-1.959.650.000,00;-0,80;6,34%;
259;RCTB31;41,00;-0,02;0,00;0,010;0,00%;0,001;0,00;-0,01;-0,00;2,84;13,14;-109,54%;-50,14%;4,43;-10,99%;-10,77%;0,00;1.345.540.000,00;0,15;153,21%;
260;CBMA3;0,01;-0,02;-0,00;2,826;0,00%;0,007;-1,38;1,54;-0,00;24.022,40;4.585,85;183,75%;-15.855,90%;0,80;0,46%;0,32%;0,00;-18.119.300.000,00;-0,88;-23,05%;
261;CBMA4;0,01;-0,02;-0,00;2,826;0,00%;0,007;-1,38;1,54;-0,00;24.022,40;4.585,85;183,75%;-15.855,90%;0,80;0,46%;0,32%;0,00;-18.119.300.000,00;-0,88;-23,05%;
262;GAFP4;0,05;-0,02;-0,01;0,155;0,00%;0,006;-0,04;-0,20;-0,00;-46,65;-46,65;-77,57%;-981,28%;0,51;-3,21%;38,79%;0,00;-80.712.500,00;-1,43;-58,09%;
263;RCTB41;33,51;-0,02;0,00;0,008;0,00%;0,001;0,00;-0,01;-0,00;2,84;13,15;-109,54%;-50,14%;4,43;-10,99%;-10,77%;0,00;1.345.540.000,00;0,15;153,21%;
264;MILK33;0,30;-0,02;-0,02;0,077;0,00%;0,029;-0,08;-0,04;-0,02;-0,11;-0,12;-176,80%;-508,08%;0,50;-70,91%;165,12%;0,00;-516.285.000,00;-0,04;-42,04%;
265;RCTB42;20,00;-0,01;0,00;0,005;0,00%;0,000;0,00;-0,00;-0,00;2,84;13,16;-109,54%;-50,14%;4,43;-10,99%;-10,77%;0,00;1.345.540.000,00;0,15;153,21%;
266;TENE5;0,50;-0,01;-0,00;0,000;0,00%;0,004;-0,17;-0,07;-0,00;-0,86;-2,06;0,00%;0,00%;0,01;-5,16%;12,43%;0,00;-95.617.000,00;-0,01;0,00%;
267;CGOS4;16,00;-0,00;0,00;0,000;0,00%;0,000;-0,00;-0,16;-0,00;-313,85;-313,85;-0,20%;-10,48%;0,54;-0,08%;-39,02%;0,00;453.387.000,00;2,48;8,97%;
268;MNDL4;0,38;-0,00;-0,00;0,001;0,00%;0,001;-0,00;0,01;-0,00;3,61;3,07;12,35%;-83,87%;0,25;7,46%;80,56%;0,00;-740.803.000,00;-0,43;11,94%;
269;OSAO4;8,98;-0,00;-0,00;0,000;0,00%;0,000;-0,00;-0,00;-0,00;-8,19;11,92;-4,87%;-19,32%;0,37;-5,23%;38,65%;0,00;-331.557.000,00;-0,82;13,58%;
270;CSPC4;1,20;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;1,43;1,43;38,62%;18,85%;1,43;29,18%;45,33%;0,00;2.126.670.000,00;1,48;41,15%;
271;BMEF3;11,00;0,00;4,16;0,000;0,00%;3,482;10,24;0,00;11,30;0,00;0,00;0,00%;0,00%;3,70;0,00%;0,00%;0,00;2.674.780.000,00;0,00;0,00%;
272;GPAR3;28,50;0,00;2,00;8,122;54,98%;0,921;3,33;0,00;3,47;0,00;0,00;0,00%;0,00%;1,52;0,00%;0,00%;2.017,35;1.111.990.000,00;0,00;4,39%;
273;VSPT3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;4.267.540.000,00;0,00;2,26%;
274;SCLO3;14,10;0,00;-84,09;0,000;0,00%;720,920;-76,86;0,00;-76,18;0,00;0,00;0,00%;0,00%;0,01;0,00%;0,00%;0,00;-160.961,00;-0,17;-39,90%;
275;MEGA3;11,50;0,00;1,56;0,000;0,00%;0,500;14,00;0,00;-0,98;0,00;0,00;0,00%;0,00%;1,26;0,00%;0,00%;46.165.500,00;4.210.340.000,00;1,47;0,00%;
276;MMAQ3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-1,08;-0,85;2,14%;5,40%;2,26;6,02%;18,01%;0,00;211.338.000,00;0,10;31,14%;
277;CZRS3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;3,34%;0,00;1.145.670.000,00;0,00;14,44%;
278;JBDU3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;57.197.000,00;0,00;0,00%;
279;VVAX3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-4,44;-4,44;-7,36%;-37,76%;2,19;-6,52%;-92,03%;0,00;144.676.000,00;1,55;0,00%;
280;BBTG13;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;81,82%;0,00;11.000,00;0,00;0,00%;
281;PRBC3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;8,55%;0,00;1.294.130.000,00;0,00;-0,14%;
282;ALBA3;2,15;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-1,27;-1,27;9,50%;9,62%;1,83;20,40%;19,77%;0,00;354.860.000,00;0,03;14,69%;
283;SGEN4;0,60;0,00;0,09;71,251;0,00%;0,059;-1,00;-3,81;-0,24;-4,50;-4,50;-1.871,17%;0,00%;0,65;-1,59%;0,00%;0,00;156.981.000,00;0,02;-59,85%;
284;MLPA3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-2,08;-2,08;6,66%;8,92%;0,00;0,00%;45,13%;0,00;44.578.000,00;0,00;-7,51%;
285;BPAT33;20,00;0,00;0,82;0,000;35,72%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;876.492.000,00;0,00;0,00%;
286;ICPI3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;0,00;0,00;0,00%;
287;ABCB3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;13,26%;0,00;4.774.270.000,00;0,00;15,85%;
288;ILLS4;100,01;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,73;0,73;8,43%;-10,22%;0,50;8,14%;36,09%;0,00;-18.567.000,00;-0,22;9,33%;
289;SEBB3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-0,23;-0,23;9,24%;7,40%;2,44;24,15%;23,01%;0,00;145.783.000,00;0,01;50,04%;
290;BBTG11;15,01;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;0,00;0,00;0,00%;
291;FIGE3;43,00;0,00;0,42;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;241.048.000,00;0,00;287,44%;
292;GALO4;0,25;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-0,00;-0,00;13,98%;-184,58%;0,00;39,37%;7,62%;0,00;-60.607.000,00;0,00;-28,97%;
293;TNEP4;3,95;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-1,09;-1,09;20,92%;25,42%;2,39;20,53%;22,80%;0,00;955.105.000,00;0,06;8,15%;
294;ODER3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;393.038.000,00;0,00;21,11%;
295;LATS3;22,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;1,27;1,27;11,74%;1,30%;1,67;11,63%;1,84%;0,00;680.646.000,00;0,39;15,37%;
296;ARPS4;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-14,08;-14,08;-4,92%;-11,59%;0,91;-6,64%;20,34%;0,00;-12.690.000,00;-1,24;-17,53%;
297;EQMA5B;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;3.190.590.000,00;0,00;9,64%;
298;PDTC3;3,12;0,00;1,98;0,000;0,00%;0,576;1,68;0,00;17,21;0,00;0,00;0,00%;0,00%;1,86;0,00%;0,00%;238.696,00;123.588.000,00;0,84;0,00%;
299;SALM3;5,70;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;1,10;1,10;10,22%;4,13%;1,31;25,78%;19,53%;0,00;475.600.000,00;0,80;24,53%;
300;ECIS4;145,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;1,53;1,53;34,90%;14,18%;1,38;12,48%;7,33%;0,00;129.346.000,00;0,38;4,66%;
301;APER3;26,43;0,00;1,35;2,426;0,26%;0,753;11,26;0,00;-4,31;0,00;0,00;0,00%;0,00%;1,34;0,00%;0,00%;2.139.570,00;298.664.000,00;0,00;15,19%;
302;CLSC6;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;2.846.530.000,00;0,00;11,02%;
303;CPFP4;44,00;0,00;4,15;0,000;0,00%;0,318;3,11;0,00;-0,50;0,00;0,00;0,00%;0,00%;1,55;0,00%;0,00%;0,00;562.563.000,00;5,12;5,14%;
304;BERG3;33,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-10,49;-10,49;-8,60%;-32,60%;0,46;-5,58%;-102,71%;0,00;9.538.000,00;2,86;-8,00%;
305;PTIP4;25,15;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;3,62;3,62;13,73%;7,55%;0,70;23,13%;-121,74%;0,00;-155.957.000,00;-9,02;62,11%;
306;CCHI3;0,02;0,00;-0,01;0,000;0,00%;0,077;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;-160.477.000,00;0,00;20,36%;
307;LAND3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;696.379.000,00;0,00;0,00%;
308;MSAN3;6,44;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,21;0,21;6,27%;2,42%;1,18;11,78%;11,81%;0,00;2.533.030.000,00;0,39;101,35%;
309;DUFB11;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;0,00;0,00;0,00%;
310;VSPT4;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;4.267.540.000,00;0,00;2,26%;
311;SCLO4;0,41;0,00;-2,45;0,000;0,00%;20,963;-2,23;0,00;-2,22;0,00;0,00;0,00%;0,00%;0,01;0,00%;0,00%;0,00;-160.961,00;-0,17;-39,90%;
312;LECO3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-3,00;-3,00;-2,14%;-4,72%;0,82;-3,48%;-14,82%;0,00;105.928.000,00;0,20;3,58%;
313;MATD3;8,42;0,00;1,94;0,000;1,07%;0,718;3,30;0,00;-2,38;0,00;0,00;0,00%;0,00%;3,18;0,00%;0,00%;4.369.440,00;1.657.630.000,00;0,72;0,00%;
314;BPNM3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;10,16%;0,00;7.671.690.000,00;0,00;15,27%;
315;REPA3;1,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;4,54;4,54;5,18%;1,22%;1,99;4,05%;1,91%;0,00;378.378.000,00;0,42;1,09%;
316;VVAX4;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-4,44;-4,44;-7,36%;-37,76%;2,19;-6,52%;-92,03%;0,00;144.676.000,00;1,55;0,00%;
317;CMMA4;0,81;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,03;0,03;0,00%;0,00%;0,00;0,00%;-1,92%;0,00;-79.623.000,00;0,00;0,00%;
318;CSPC3;1,24;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;1,43;1,43;38,62%;18,85%;1,43;29,18%;45,33%;0,00;2.126.670.000,00;1,48;41,15%;
319;BOVH3;15,71;0,00;6,16;0,000;0,00%;4,874;6,90;0,00;6,91;0,00;0,00;0,00%;0,00%;4,40;0,00%;0,00%;0,00;1.843.320.000,00;0,00;0,00%;
320;ESTC4;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;6,55;2,98;12,97%;4,24%;1,84;7,21%;5,82%;0,00;3.279.590.000,00;1,69;6,29%;
321;BSGR3;1.091,28;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;0,00;0,00;0,00%;
322;AGEI3;7,80;0,00;1,25;0,000;0,00%;0,470;1,39;0,00;-12,59;0,00;0,00;0,00%;0,00%;2,45;0,00%;0,00%;0,00;1.878.210.000,00;1,01;0,00%;
323;SEBB4;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-0,23;-0,23;9,24%;7,40%;2,44;24,15%;23,01%;0,00;145.783.000,00;0,01;50,04%;
324;SLCP3;610,02;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;0,00;0,00;0,00%;
325;FIGE4;38,01;0,00;0,37;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;241.048.000,00;0,00;287,44%;
326;PINE3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,87%;0,00;830.409.000,00;0,00;74,25%;
327;INHA3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;15,27;10,95;8,06%;8,09%;2,24;1,62%;3,77%;0,00;1.816.090.000,00;0,90;5,84%;
328;VGOR3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;6,77;6,77;4,50%;-4,59%;1,04;6,00%;-24,29%;0,00;135.178.000,00;1,89;4,77%;
329;SGEN3;5,00;0,00;0,77;593,760;0,00%;0,493;-8,34;-31,73;-2,01;-32,42;-32,42;-1.871,17%;0,00%;0,65;-1,59%;0,00%;0,00;156.981.000,00;0,02;-59,85%;
330;EQMA6B;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;3.190.590.000,00;0,00;9,64%;
331;SALM4;5,90;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;1,10;1,10;10,22%;4,13%;1,31;25,78%;19,53%;0,00;475.600.000,00;0,80;24,53%;
332;GALO3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-0,00;-0,00;13,98%;-184,58%;0,00;39,37%;7,62%;0,00;-60.607.000,00;0,00;-28,97%;
333;DAYC3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;17,33%;0,00;3.009.030.000,00;0,00;8,15%;
334;TNEP3;3,01;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-1,09;-1,09;20,92%;25,42%;2,39;20,53%;22,80%;0,00;955.105.000,00;0,06;8,15%;
335;CCHI4;0,02;0,00;-0,01;0,000;0,00%;0,077;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;-160.477.000,00;0,00;20,36%;
336;VNET3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;10.170.400.000,00;0,00;-21,50%;
337;SASG3;0,98;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;0,00%;0,00;0,00;0,00;0,00%;
338;ARPS3;0,30;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-14,08;-14,08;-4,92%;-11,59%;0,91;-6,64%;20,34%;0,00;-12.690.000,00;-1,24;-17,53%;
339;SFSA3;0,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;6,25%;0,00;739.524.000,00;0,00;0,15%;
340;MSAN4;6,44;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,21;0,21;6,27%;2,42%;1,18;11,78%;11,81%;0,00;2.533.030.000,00;0,39;101,35%;
341;ECIS3;211,65;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;1,53;1,53;34,90%;14,18%;1,38;12,48%;7,33%;0,00;129.346.000,00;0,38;4,66%;
342;PTIP3;22,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;3,62;3,62;13,73%;7,55%;0,70;23,13%;-121,74%;0,00;-155.957.000,00;-9,02;62,11%;
343;REPA4;1,08;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;4,54;4,54;5,18%;1,22%;1,99;4,05%;1,91%;0,00;378.378.000,00;0,42;1,09%;
344;JFAB4;0,06;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;-112,33;-112,33;0,00%;0,00%;0,00;0,00%;2,34%;0,00;-10.183.000,00;0,00;0,00%;
345;ENER5;6,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;-0,00;1,88;1,71;26,39%;15,21%;1,46;24,92%;67,84%;0,00;981.663.000,00;2,66;15,27%;
346;ENER3;10,50;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;-0,00;1,88;1,71;26,39%;15,21%;1,46;24,92%;67,84%;0,00;981.663.000,00;2,66;15,27%;
347;ENER6;12,00;0,00;0,00;0,000;0,00%;0,000;0,00;0,00;-0,00;1,88;1,71;26,39%;15,21%;1,46;24,92%;67,84%;0,00;981.663.000,00;2,66;15,27%;
348;TEFC11;35,50;0,00;0,00;0,000;0,00%;0,000;-0,00;0,00;-0,00;3,45;3,45;23,54%;14,18%;0,61;14,85%;46,72%;0,00;45.856.000.000,00;2,95;12,91%;
349;CAFE4;0,50;0,00;-0,00;0,071;0,00%;0,004;-0,00;-0,13;-0,00;-45,27;-53,49;-53,07%;2.163,80%;0,02;-2,81%;-64,17%;0,00;-377.387.000,00;-0,98;-11,30%;
350;MLPA12;40,00;0,01;0,00;0,001;0,00%;0,002;0,00;0,01;0,00;-2,06;-2,06;6,66%;8,92%;0,00;0,00%;45,13%;0,00;44.578.000,00;0,00;-7,51%;
351;MLPA4;45,00;0,01;0,00;0,001;0,00%;0,003;0,00;0,01;0,00;-2,06;-2,06;6,66%;8,92%;0,00;0,00%;45,13%;0,00;44.578.000,00;0,00;-7,51%;
352;CESP4;16,29;0,02;0,00;0,002;0,00%;0,000;0,04;0,00;-0,00;1,21;0,89;51,29%;14,02%;1,13;8,67%;4,28%;0,00;7.583.450.000,00;0,27;11,53%;
353;CAFE3;2,00;0,02;-0,01;0,283;0,00%;0,015;-0,01;-0,53;-0,01;-45,67;-53,96;-53,07%;2.163,80%;0,02;-2,81%;-64,17%;0,00;-377.387.000,00;-0,98;-11,30%;
354;BSCT3;4,05;0,04;0,00;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;9,05%;0,00;212.960.000,00;0,00;1,92%;
355;SULT4;0,43;0,06;0,02;0,042;0,00%;0,003;-0,01;-0,35;-0,00;-0,40;-0,48;-11,88%;75,77%;0,20;-0,89%;29,19%;0,00;335.512.000,00;0,01;2,78%;
356;BPHA3;0,62;0,06;-0,24;-20,054;0,00%;0,995;-0,38;0,78;-0,20;1,60;1,43;-2.581,69%;-33.652,50%;0,06;401,01%;-402,50%;0,00;-292.294.000,00;-0,26;-53,39%;
357;SULT3;0,56;0,07;0,02;0,055;0,00%;0,004;-0,02;-0,46;-0,01;-0,51;-0,60;-11,88%;75,77%;0,20;-0,89%;29,19%;0,00;335.512.000,00;0,01;2,78%;
358;INEP4;0,53;0,08;-0,07;3,705;0,00%;0,063;-0,10;0,07;-0,03;0,67;0,67;5.637,62%;4.964,86%;0,10;100,30%;-94,97%;327.760,00;-1.314.180.000,00;-0,66;-18,72%;
359;INEP3;0,54;0,08;-0,07;3,775;0,00%;0,064;-0,10;0,07;-0,04;0,67;0,67;5.637,62%;4.964,86%;0,10;100,30%;-94,97%;1.151.200,00;-1.314.180.000,00;-0,66;-18,72%;
360;PALF11;125,00;0,08;0,06;0,007;0,00%;0,006;0,27;0,05;-0,01;2,83;2,56;15,17%;9,00%;1,08;14,52%;74,33%;0,00;1.883.870.000,00;3,84;11,80%;
361;BRSR4;181,10;0,09;0,01;0,000;0,00%;0,000;0,00;0,00;0,00;0,00;0,00;0,00%;0,00%;0,00;0,00%;9,27%;0,00;8.991.120.000,00;0,00;5,35%;
362;LREN4;105,00;0,11;0,01;0,009;0,00%;0,005;0,02;0,05;0,04;-0,83;-0,58;19,34%;8,38%;1,77;16,05%;10,10%;0,00;9.624.740.000,00;0,38;6,72%;
363;CREM4;48,00;0,11;0,01;0,002;0,00%;0,002;0,02;0,03;-0,02;3,55;2,09;8,05%;2,10%;1,29;11,36%;7,50%;0,00;189.701.000,00;1,58;-0,27%;
364;SLED4;3,80;0,12;-0,01;0,083;0,00%;0,029;-0,04;-0,16;-0,01;-5,29;-9,73;-53,08%;69,64%;0,41;-31,56%;-11,45%;91.680,10;-505.770.000,00;-0,50;-56,10%;
365;TPRC6;105,00;0,13;0,01;0,015;0,00%;0,006;0,12;0,08;-0,03;0,00;0,00;19,44%;11,11%;1,34;9,67%;8,33%;0,00;22.847.800.000,00;0,14;2,29%;
366;OSXB3;5,41;0,14;-0,00;0,562;0,00%;0,008;-0,03;-0,26;-0,00;-75,92;-98,60;-212,44%;257,93%;0,03;-3,24%;-2,24%;96.068,10;-5.470.030.000,00;-0,89;25,82%;
367;TPRC3;113,50;0,14;0,01;0,016;0,00%;0,007;0,13;0,08;-0,03;0,01;0,00;19,44%;11,11%;1,34;9,67%;8,33%;0,00;22.847.800.000,00;0,14;2,29%;
368;PALF5;236,60;0,15;0,11;0,013;0,00%;0,011;0,52;0,09;-0,02;2,87;2,60;15,17%;9,00%;1,08;14,52%;74,33%;0,00;1.883.870.000,00;3,84;11,80%;
369;MWET4;9,59;0,15;-0,40;0,076;0,00%;0,082;-1,49;2,56;-0,10;10,39;6,82;2,97%;50,42%;0,88;3,75%;-266,14%;28.819,80;-49.070.000,00;-1,24;13,97%;
370;PALF3;279,90;0,18;0,13;0,016;0,00%;0,013;0,62;0,10;-0,02;2,88;2,61;15,17%;9,00%;1,08;14,52%;74,33%;0,00;1.883.870.000,00;3,84;11,80%;
371;MMAQ4;200,06;0,24;0,04;0,013;0,00%;0,027;0,06;0,60;0,06;-0,49;-0,38;2,14%;5,40%;2,26;6,02%;18,01%;0,00;211.338.000,00;0,10;31,14%;
372;MWET3;16,05;0,25;-0,67;0,128;0,00%;0,137;-2,49;4,29;-0,17;12,11;7,95;2,97%;50,42%;0,88;3,75%;-266,14%;121,02;-49.070.000,00;-1,24;13,97%;
373;ASSM4;6,10;0,29;-0,15;-8,357;0,00%;0,133;-0,20;0,40;-0,08;1,88;1,88;-2.084,39%;-2.915,61%;0,21;35,38%;-50,73%;0,00;-9.943.000,00;-0,56;-8,79%;
374;SLED3;9,58;0,30;-0,03;0,209;0,00%;0,074;-0,09;-0,39;-0,03;-5,53;-10,17;-53,08%;69,64%;0,41;-31,56%;-11,45%;14.714,80;-505.770.000,00;-0,50;-56,10%;
375;GAZO4;2,32;0,31;-0,03;-1,411;0,00%;0,205;-0,46;0,86;-0,03;1,03;1,03;-164,00%;-454,48%;0,35;25,06%;-10,61%;0,00;-102.667.000,00;-0,01;-28,21%;
376;ASSM3;7,12;0,33;-0,17;-9,754;0,00%;0,155;-0,23;0,47;-0,09;1,95;1,95;-2.084,39%;-2.915,61%;0,21;35,38%;-50,73%;0,00;-9.943.000,00;-0,56;-8,79%;
377;SJOS4;0,09;0,34;-0,01;0,415;0,00%;0,294;-0,01;1,26;-0,01;32,88;32,88;33,00%;121,90%;0,02;-2,35%;-2,18%;0,00;-163.394.000,00;-0,19;-12,21%;
378;BELG4;1.370,00;0,36;0,07;0,062;0,00%;0,044;0,29;0,23;2,59;0,40;0,40;27,70%;19,46%;1,97;22,04%;18,59%;0,00;13.495.400.000,00;0,17;48,47%;
379;MGEL4;15,07;0,36;-0,51;0,095;0,00%;0,136;0,41;0,83;-0,20;6,90;5,84;11,46%;26,63%;2,32;20,08%;-142,94%;24.203,10;-171.480.000,00;-4,08;18,07%;
380;BELG3;1.375,50;0,36;0,07;0,063;0,00%;0,044;0,29;0,23;2,60;0,41;0,41;27,70%;19,46%;1,97;22,04%;18,59%;0,00;13.495.400.000,00;0,17;48,47%;
381;PDGR3;0,93;0,37;-0,01;0,150;0,00%;0,043;-0,02;-0,72;-0,01;-15,09;-15,25;-20,93%;41,51%;0,32;-8,29%;-2,73%;694.144,00;-5.104.050.000,00;-0,22;-3,86%;
382;AGEN33;0,16;0,39;-0,03;0,000;0,00%;0,066;-0,17;0,11;-0,02;3,73;3,61;0,00%;0,00%;0,09;87,67%;-8,85%;0,00;-1.112.630.000,00;-1,11;-87,03%;
383;SUZA4;13,90;0,41;0,35;0,057;0,00%;0,021;0,10;0,14;-0,04;3,11;3,11;40,16%;51,87%;4,11;18,47%;84,81%;0,00;6.964.880.000,00;9,87;43,03%;
384;TRPN3;0,71;0,44;0,54;0,263;104,74%;0,399;0,59;0,36;0,59;-0,35;-0,35;72,28%;59,29%;3,61;523,01%;122,35%;0,00;59.358.000,00;0,00;5,77%;
385;GPIV33;4,04;0,45;0,18;0,270;0,00%;0,088;0,45;0,31;1,34;-0,38;-0,38;86,08%;86,60%;6,29;36,42%;40,77%;253.389,00;1.741.200.000,00;0,06;13,52%;
386;GAZO3;3,40;0,45;-0,05;-2,068;0,00%;0,301;-0,67;1,26;-0,04;1,43;1,43;-164,00%;-454,48%;0,35;25,06%;-10,61%;0,00;-102.667.000,00;-0,01;-28,21%;
